date,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#7_上网电量,永安_永安#7_利用小时,永安_永安#7_发电厂用电率,永安_永安#7_发电标煤量,永安_永安#7_发电用厂用电量,永安_永安#7_开机率,永安_永安#7_综合供电煤耗,永安_永安#7_综合厂用电率,永安_永安#7_综合厂用电量,永安_永安#7_负荷率,永安_永安#7_运行小时,永安_永安#7_发电量
20220113.0,1039.94,12.36,7.30153,18.577333,5.432247,3281.453679,60.55,100.0,1116.9,315.542597,6.701715,74.7,7060.0,77.405556,516.2956,18.558333,5.553318,1623.543144,30.9181,100.0,314.46,7.26617,40.4544,77.326389,24.0,556.75
20220114.0,1058.97,12.61,7.49977,18.940667,5.545387,3337.056109,63.02,100.0,1140.5,315.122818,6.816902,77.47,6937.0,78.919444,517.7651,18.626333,5.516312,1627.335709,30.8246,100.0,314.3,7.341738,41.0249,77.609722,24.0,558.79
20220115.0,1064.25,12.0,7.316413,19.0024,5.463345,3357.937406,62.29,100.0,1137.9,315.521485,6.656177,75.89,6243.0,79.176667,521.8237,18.7208,5.392148,1644.683938,30.2836,100.0,315.18,7.086645,39.8003,78.003333,24.0,561.624
20220116.0,968.39,12.34,8.104446,17.352833,5.629244,3219.272077,58.61,100.0,1041.2,332.435494,6.991173,72.79,6204.0,72.303472,520.5859,18.663333,5.261243,1666.707817,29.4577,100.0,320.16,7.021629,39.3141,77.763889,24.0,559.9
20220117.0,930.93,12.68,8.192225,16.712,5.715454,2921.305136,57.31,100.0,997.6,313.805027,7.160523,71.8,6937.0,69.633333,502.8021,17.992667,5.756957,1578.396352,31.0749,100.0,313.92,6.85055,36.9779,74.969444,24.0,539.78
20220118.0,927.91,11.77,7.421766,16.605667,5.53827,2910.218827,55.18,100.0,995.5,313.631584,6.868137,68.43,5614.0,69.190278,428.9866,15.409667,5.955245,1348.304884,27.5305,100.0,314.3,7.204006,33.3034,64.206944,24.0,462.29
20220119.0,925.43,11.3,7.670971,16.574,5.671534,2766.089732,56.4,100.0,975.0,298.897781,6.938578,69.0,5163.0,69.058333,418.2,15.017333,6.147296,1180.28586,27.6948,100.0,282.23,7.173932,32.32,62.572222,24.0,450.52
20220207.0,489.67,0.62,7.41086,8.800667,6.7154,1861.020799,35.46,50.0,532.1,380.056119,7.266495,38.37,3321.0,73.338889,489.665,17.601333,6.715173,1861.020799,35.4588,100.0,380.06,7.267442,38.375,73.338889,24.0,528.04
20220208.0,513.65,2.51,7.125661,9.209667,6.18553,1652.550059,34.18,50.0,552.0,321.726868,7.036085,38.88,3260.0,76.747222,513.645,18.419333,6.185113,1652.550059,34.1777,100.0,321.73,7.046039,38.935,76.747222,24.0,552.58
20220209.0,512.16,5.19,7.015941,9.204667,5.866589,1621.703424,32.4,50.0,552.0,316.64,7.264431,40.12,3595.0,76.705556,512.16,18.409333,5.867115,1621.703424,32.4029,100.0,316.64,7.264431,40.12,76.705556,24.0,552.28
20220210.0,510.07,7.52,7.747218,9.204167,5.830693,1585.042525,32.2,50.0,552.0,310.75,7.637845,42.18,3486.0,76.701389,510.07,18.408333,5.830675,1585.042525,32.1999,100.0,310.75,7.637845,42.18,76.701389,24.0,552.25
20220211.0,508.64,8.36,7.739272,9.182667,5.798969,1584.261008,31.95,50.0,552.0,311.47,7.681138,42.32,3718.0,76.522222,508.64,18.365333,5.798334,1584.261008,31.9465,100.0,311.47,7.681138,42.32,76.522222,24.0,550.96
20220212.0,510.24,8.81,7.592583,9.199333,5.652584,1588.070976,31.2,50.0,552.0,311.24,7.558519,41.72,3750.0,76.661111,510.24,18.398667,5.652584,1588.070976,31.2,100.0,311.24,7.558519,41.72,76.661111,24.0,551.96
20220213.0,508.37,10.11,7.990604,9.209667,5.791017,1582.962506,32.0,50.0,552.0,311.38,8.000651,44.21,3619.0,76.747222,508.37,18.419333,5.791017,1582.962506,32.0,100.0,311.38,8.000651,44.21,76.747222,24.0,552.58
20220214.0,508.09,10.5,8.022745,9.212167,5.805728,1581.633361,32.09,50.0,552.0,311.29,8.076276,44.64,3582.0,76.768056,508.09,18.424333,5.805728,1581.633361,32.09,100.0,311.29,8.076276,44.64,76.768056,24.0,552.73
20220215.0,509.14,10.0,7.868755,9.209667,5.740345,1586.973795,31.72,50.0,552.0,311.696939,7.861305,43.44,3616.0,76.747222,509.135,18.419333,5.740961,1586.973795,31.7234,100.0,311.7,7.86221,43.445,76.747222,24.0,552.58
20220216.0,508.15,10.3,7.615133,9.194667,5.579321,1582.566788,30.78,50.0,552.0,311.436936,7.890444,43.53,3566.0,76.622222,508.145,18.389333,5.578633,1582.566788,30.7762,100.0,311.44,7.89135,43.535,76.622222,24.0,551.68
20220217.0,505.73,11.08,7.841594,9.200833,5.725931,1570.124408,31.61,50.0,552.0,310.46693,8.392356,46.33,3556.0,76.673611,505.725,18.401667,5.726239,1570.124408,31.6117,100.0,310.47,8.39145,46.325,76.673611,24.0,552.05
20220218.0,510.35,11.45,7.950152,9.267667,5.648671,1583.294328,31.41,50.0,552.0,310.236961,8.222134,45.72,3623.0,77.230556,510.345,18.535333,5.649426,1583.294328,31.4142,100.0,310.24,8.221235,45.715,77.230556,24.0,556.06
20220219.0,511.45,11.86,7.880289,9.288333,5.478198,1589.315338,30.53,50.0,552.0,310.746962,8.228961,45.86,3833.0,77.402778,511.445,18.576667,5.477911,1589.315338,30.5284,100.0,310.75,8.228064,45.855,77.402778,24.0,557.3
20220220.0,483.89,12.29,8.11385,8.817,5.340063,1504.026898,28.25,50.0,527.0,310.82,8.530868,45.13,3645.0,73.475,483.89,17.634,5.340119,1504.026898,28.2503,100.0,310.82,8.530868,45.13,73.475,24.0,529.02
20220221.0,456.45,12.46,7.979027,8.377167,5.441378,1418.539771,27.35,50.0,515.7,310.776596,9.189662,46.19,3346.0,69.809722,456.445,16.754333,5.441597,1418.539771,27.3511,100.0,310.78,9.188668,46.185,69.809722,24.0,502.63
20220222.0,443.58,12.61,7.945715,8.270833,5.547607,1378.231883,27.53,50.0,493.1,310.706498,10.613602,52.67,3630.0,68.923611,443.575,16.541667,5.547426,1378.231883,27.5291,100.0,310.71,10.61461,52.675,68.923611,24.0,496.25
20220223.0,597.52,10.63,6.922349,11.0005,7.452692,2014.364612,49.19,70.25,586.9,337.120868,9.469267,62.5,4473.0,65.246145,457.4249,16.483333,4.930961,1422.042529,24.3836,100.0,310.88,7.497492,37.0751,68.680556,24.0,494.5
20220224.0,964.98,10.2,7.092785,17.235167,5.53326,3007.764943,57.22,100.0,1030.3,311.691946,6.684975,69.13,6362.0,71.813194,479.3809,17.17,5.288662,1499.024074,27.2419,100.0,312.7,6.934401,35.7191,71.541667,24.0,515.1
20220225.0,985.77,11.02,7.326168,17.599833,5.411983,3076.31529,57.15,100.0,1056.3,312.072318,6.650631,70.23,6216.0,73.332639,499.256,17.797,5.672791,1569.061757,30.2876,100.0,314.28,6.490607,34.654,74.154167,24.0,533.91
20220226.0,1093.57,10.92,7.976602,19.537167,5.594465,3407.34054,65.58,100.0,1184.7,311.579555,6.710287,78.66,6547.0,81.404861,500.7544,18.101,5.591385,1556.645128,30.3629,100.0,310.86,7.785132,42.2756,75.420833,24.0,543.03
20220227.0,1009.03,9.24,7.50179,18.0175,5.592711,3149.407754,60.46,100.0,1081.3,312.122311,6.662042,72.02,5947.0,75.072917,512.6215,18.309333,5.81534,1602.301023,31.9425,100.0,312.57,6.673919,36.6585,76.288889,24.0,549.28
20220327.0,500.17,11.68,8.300583,9.150333,5.861353,1565.181981,32.18,50.0,551.9,312.93,8.897672,48.85,4022.0,76.252778,500.17,18.300667,5.861335,1565.181981,32.1799,100.0,312.93,8.897672,48.85,76.252778,24.0,549.02
20220328.0,498.63,10.48,7.868075,9.091167,5.575009,1561.260393,30.41,50.0,552.0,313.11,8.58709,46.84,3437.0,75.759722,498.63,18.182333,5.575064,1561.260393,30.4103,100.0,313.11,8.58709,46.84,75.759722,24.0,545.47
20220329.0,501.49,10.16,7.816888,9.092667,5.597918,1571.870256,30.54,50.0,552.0,313.44,8.077938,44.07,3324.0,75.772222,501.49,18.185333,5.598064,1571.870256,30.5408,100.0,313.44,8.077938,44.07,75.772222,24.0,545.56
20220330.0,498.8,9.96,7.917191,9.084833,5.771524,1563.58836,31.46,50.0,552.0,313.47,8.552716,46.62,3365.0,75.706944,498.8,18.169667,5.772203,1563.58836,31.4637,100.0,313.47,8.492176,46.29,75.706944,24.0,545.09
20220331.0,499.46,9.99,7.801244,9.089,5.701031,1563.394041,31.09,50.0,552.0,313.016866,8.414934,45.89,3509.0,75.741667,499.455,18.178,5.701782,1563.394041,31.0941,100.0,313.02,8.414017,45.885,75.741667,24.0,545.34
20220401.0,502.32,10.87,7.752286,9.1405,5.406342,1567.172569,29.65,50.0,552.0,311.986895,8.40946,46.12,3528.0,76.170833,502.315,18.281,5.405959,1567.172569,29.6479,100.0,311.99,8.408548,46.115,76.170833,24.0,548.43
20220402.0,501.77,11.13,7.53752,9.126667,5.308619,1561.743563,29.07,50.0,552.0,311.246898,8.371074,45.84,3617.0,76.055556,501.765,18.253333,5.308419,1561.743563,29.0689,100.0,311.25,8.370161,45.835,76.055556,24.0,547.6
20220403.0,503.09,10.69,7.405298,9.129167,5.33455,1569.323349,29.22,50.0,552.0,311.9369,8.15518,44.67,3234.0,76.076389,503.085,18.258333,5.334131,1569.323349,29.2177,100.0,311.94,8.154267,44.665,76.076389,24.0,547.75
20220404.0,505.56,9.48,7.628508,9.140333,5.479377,1589.278416,30.05,50.0,552.0,314.36,7.815178,42.86,3054.0,76.169444,505.56,18.280667,5.479888,1589.278416,30.0528,100.0,314.36,7.815178,42.86,76.169444,24.0,548.42
20220405.0,507.27,8.47,7.622562,9.162833,5.533223,1599.457272,30.42,50.0,552.0,315.306892,7.730505,42.5,3231.0,76.356944,507.265,18.325667,5.53315,1599.457272,30.4196,100.0,315.31,7.731415,42.505,76.356944,24.0,549.77
20220406.0,503.64,9.52,7.766737,9.127333,5.600394,1584.032802,30.67,50.0,552.0,314.516878,8.036301,44.01,3127.0,76.061111,503.635,18.254667,5.600541,1584.032802,30.6708,100.0,314.52,8.035388,44.005,76.061111,24.0,547.64
20220407.0,501.27,11.16,8.10074,9.128167,5.736822,1561.857066,31.42,50.0,552.0,311.58,8.475598,46.42,3145.0,76.068056,501.27,18.256333,5.736731,1561.857066,31.4195,100.0,311.58,8.475598,46.42,76.068056,24.0,547.69
20220408.0,500.83,11.15,7.820862,9.093667,5.571643,1556.028727,30.4,50.0,552.0,310.69,8.20901,44.79,3088.0,75.780556,500.83,18.187333,5.570928,1556.028727,30.3961,100.0,310.69,8.20901,44.79,75.780556,24.0,545.62
20220409.0,502.65,11.27,7.783697,9.122167,5.525003,1559.7577,30.24,50.0,552.0,310.306913,8.165092,44.69,3057.0,76.018056,502.645,18.244333,5.52482,1559.7577,30.239,100.0,310.31,8.164179,44.685,76.018056,24.0,547.33
20220410.0,503.14,9.5,7.789899,9.131,5.698536,1563.608178,31.22,50.0,552.0,310.77,8.162669,44.72,2893.0,76.091667,503.14,18.262,5.697824,1563.608178,31.2161,100.0,310.77,8.162669,44.72,76.091667,24.0,547.86
20220411.0,501.22,10.68,8.208723,9.1315,5.743854,1555.520753,31.47,50.0,552.0,310.346904,8.519958,46.68,3196.0,76.095833,501.215,18.263,5.743671,1555.520753,31.469,100.0,310.35,8.519046,46.675,76.095833,24.0,547.89
20220412.0,499.9,12.25,8.932419,9.137333,6.241792,1550.474332,34.22,50.0,552.0,310.156898,8.81913,48.35,3275.0,76.144444,499.895,18.274667,6.241099,1550.474332,34.2162,100.0,310.16,8.818218,48.345,76.144444,24.0,548.24
20220413.0,500.12,12.1,8.372225,9.129667,5.843587,1553.157144,32.01,50.0,552.0,310.556895,8.700573,47.66,3224.0,76.080556,500.115,18.259333,5.843477,1553.157144,32.0094,100.0,310.56,8.701486,47.665,76.080556,24.0,547.78
20220414.0,499.9,11.25,8.36835,9.111,5.835437,1556.173135,31.9,50.0,552.0,311.296886,8.555592,46.77,3501.0,75.925,499.895,18.222,5.834614,1556.173135,31.8955,100.0,311.3,8.554677,46.765,75.925,24.0,546.66
20220415.0,547.374,9.74,8.040297,9.1229,5.725482,1565.494194,31.3398,50.0,552.0,286.000832,8.241897,45.114,3278.0,76.024167,502.26,18.2458,1.046816,1565.494194,5.73,100.0,311.69,8.241897,45.114,76.024167,24.0,547.374
20220416.0,503.305,9.04,8.08075,9.1209,5.714951,1574.841345,31.2753,50.0,552.0,312.9,8.030823,43.949,3345.0,76.0075,503.305,18.2418,5.714951,1574.841345,31.2753,100.0,312.9,8.030823,43.949,76.0075,24.0,547.254
20220417.0,506.39,8.8,7.593303,9.131333,5.446448,1577.845022,29.84,50.0,552.0,311.586923,7.574651,41.5,3206.0,76.094444,506.385,18.262667,5.445682,1577.845022,29.8358,100.0,311.59,7.573739,41.495,76.094444,24.0,547.88
20220418.0,504.13,10.95,7.718377,9.1293,5.467743,1561.845153,29.95,50.0,552.0,309.81,7.965196,43.63,3253.0,76.0775,504.13,18.2586,5.467469,1561.845153,29.9485,100.0,309.81,7.964831,43.628,76.0775,24.0,547.758
20220419.0,501.49,11.43,8.166391,9.130833,5.780779,1555.070341,31.67,50.0,552.0,310.09,8.46217,46.36,3225.0,76.090278,501.49,18.261667,5.781546,1555.070341,31.6742,100.0,310.09,8.46217,46.36,76.090278,24.0,547.85
20220420.0,500.83,11.51,8.404846,9.1285,5.818773,1556.57964,31.87,50.0,552.0,310.8,8.559274,46.88,3187.0,76.070833,500.83,18.257,5.817933,1556.57964,31.8654,100.0,310.8,8.559274,46.88,76.070833,24.0,547.71
20220421.0,501.11,10.63,8.387521,9.118167,5.927727,1559.488871,32.43,50.0,552.0,311.206895,8.404467,45.98,3163.0,75.984722,501.105,18.236333,5.928421,1559.488871,32.4338,100.0,311.21,8.405381,45.985,75.984722,24.0,547.09
20220422.0,498.63,10.2,8.665062,9.1005,6.217607,1556.124504,33.95,50.0,552.0,312.08,8.680842,47.4,3060.0,75.8375,498.63,18.201,6.217351,1556.124504,33.9486,100.0,312.08,8.680842,47.4,75.8375,24.0,546.03
20220423.0,500.67,10.06,8.624673,9.119667,6.188092,1562.675598,33.86,50.0,552.0,312.116883,8.499945,46.51,3091.0,75.997222,500.665,18.239333,6.187799,1562.675598,33.8584,100.0,312.12,8.500859,46.515,75.997222,24.0,547.18
20220424.0,499.84,9.71,8.525748,9.125167,6.173403,1561.150272,33.8,50.0,552.0,312.33,8.70669,47.67,3044.0,76.043056,499.84,18.250333,6.172673,1561.150272,33.796,100.0,312.33,8.70669,47.67,76.043056,24.0,547.51
20220425.0,494.07,11.21,8.653504,9.105333,6.27105,1537.579687,34.26,50.0,552.0,311.206851,9.563992,52.25,3104.0,75.877778,494.065,18.210667,6.270226,1537.579687,34.2555,100.0,311.21,9.564907,52.255,75.877778,24.0,546.32
20220426.0,495.55,11.54,8.803092,9.087167,6.364287,1540.26851,34.7,50.0,552.0,310.82,9.111751,49.68,3336.0,75.726389,495.55,18.174333,6.364323,1540.26851,34.7002,100.0,310.82,9.111751,49.68,75.726389,24.0,545.23
20220427.0,488.35,11.36,8.649175,8.938833,6.070889,1518.801785,32.56,50.0,552.0,311.006816,8.947849,47.99,3428.0,74.490278,488.345,17.877667,6.071504,1518.801785,32.5633,100.0,311.01,8.946917,47.985,74.490278,24.0,536.33
20220428.0,480.87,10.36,8.662005,8.806333,6.180703,1501.164357,32.6576,50.0,530.5,312.176754,8.991635,47.51,3356.0,73.386111,480.865,17.612667,6.180715,1501.164357,32.65766,100.0,312.18,8.992581,47.515,73.386111,24.0,528.38
20220429.0,476.41,10.72,8.999683,8.728833,6.285682,1488.543045,32.92,50.0,528.3,312.45,9.03519,47.32,3303.0,72.740278,476.41,17.457667,6.286293,1488.543045,32.9232,100.0,312.45,9.03519,47.32,72.740278,24.0,523.73
20220430.0,467.665,8.92,8.507886,8.5145,5.99311,1473.051217,30.617,50.0,516.1,314.98,8.457142,43.205,3230.0,70.954167,467.665,17.029,5.99311,1473.051217,30.617,100.0,314.98,8.457142,43.205,70.954167,24.0,510.87
20220501.0,460.9,7.34,8.552047,8.384333,6.229873,1456.58227,31.34,50.0,504.8,316.03,8.38071,42.16,2936.0,69.869444,460.9,16.768667,6.23033,1456.58227,31.3423,100.0,316.03,8.38071,42.16,69.869444,24.0,503.06
20220502.0,460.79,7.73,8.623642,8.395167,6.225805,1450.382604,31.36,50.0,504.0,314.76,8.520776,42.92,3561.0,69.959722,460.79,16.790333,6.226599,1450.382604,31.364,100.0,314.76,8.520776,42.92,69.959722,24.0,503.71
20220503.0,457.22,9.17,8.51841,8.344,6.068233,1428.613989,30.38,50.0,504.0,312.456583,8.674896,43.43,3682.0,69.533333,457.215,16.688,6.068932,1428.613989,30.3835,100.0,312.46,8.673897,43.425,69.533333,24.0,500.64
20220504.0,460.24,10.27,8.413426,8.406333,5.914192,1434.291936,29.83,50.0,504.0,311.64,8.751338,44.14,3614.0,70.052778,460.24,16.812667,5.914905,1434.291936,29.8336,100.0,311.64,8.751338,44.14,70.052778,24.0,504.38
20220505.0,464.75,10.96,8.817122,8.5187,6.070918,1448.207475,31.0298,50.0,505.0,311.61,9.072589,46.372,3495.0,70.989167,464.75,17.0374,6.070918,1448.207475,31.0298,100.0,311.61,9.072589,46.372,70.989167,24.0,511.122
20220506.0,463.32,11.32,9.095504,8.5205,6.318096,1443.47346,32.3,50.0,504.8,311.55,9.371516,47.91,3436.0,71.004167,463.32,17.041,6.318389,1443.47346,32.3015,100.0,311.55,9.371516,47.91,71.004167,24.0,511.23
20220507.0,483.78,10.8,9.283862,8.893167,6.460016,1511.522232,34.47,50.0,536.5,312.44,9.334883,49.81,3463.0,74.109722,483.78,17.786333,6.459285,1511.522232,34.4661,100.0,312.44,9.334883,49.81,74.109722,24.0,533.59
20220508.0,463.43,10.32,9.112406,8.516833,6.424532,1449.284639,32.83,50.0,504.0,312.73,9.310972,47.58,3387.0,70.973611,463.43,17.033667,6.425432,1449.284639,32.8346,100.0,312.73,9.310972,47.58,70.973611,24.0,511.01
20220509.0,458.65,11.22,8.969485,8.512667,6.323909,1433.815999,32.3,50.0,504.0,312.616592,10.202443,52.11,3378.0,70.938889,458.645,17.025333,6.323361,1433.815999,32.2972,100.0,312.62,10.203422,52.115,70.938889,24.0,510.76
20220510.0,460.68,11.77,9.211079,8.4875,6.525282,1439.717136,33.23,50.0,504.0,312.52,9.537555,48.57,3453.0,70.729167,460.68,16.975,6.524575,1439.717136,33.2264,100.0,312.52,9.537555,48.57,70.729167,24.0,509.25
20220511.0,454.58,10.83,9.080847,8.3595,6.441773,1422.774293,32.31,50.0,504.0,312.986557,9.370576,47.0,3502.0,69.6625,454.575,16.719,6.441374,1422.774293,32.308,100.0,312.99,9.36958,46.995,69.6625,24.0,501.57
20220512.0,405.24,11.34,9.559037,7.499,6.729786,1269.21168,30.28,50.0,504.0,313.2,9.934658,44.7,3360.0,62.491667,405.24,14.998,6.730164,1269.21168,30.2817,100.0,313.2,9.934658,44.7,62.491667,24.0,449.94
20220513.0,359.37,9.61,9.118599,6.94,11.017147,1142.132523,45.8754,59.25,501.0,317.815211,13.695965,57.03,3041.0,48.804501,342.0909,12.608333,6.630271,1073.173362,25.079,100.0,313.71,9.559577,36.1591,52.534722,24.0,378.25
20220514.0,559.79,9.76,9.134839,10.479,9.156408,1898.015698,57.57,95.833333,803.6,339.058522,10.966377,68.95,4118.0,45.56087,177.3495,6.951333,14.176657,656.19315,29.564,91.666667,370.0,14.956603,31.1905,31.59697,22.0,208.54
20220519.0,817.74,9.12,8.771905,14.778833,6.48901,2582.567691,57.54,100.0,898.3,315.817704,7.780271,68.99,5137.0,61.578472,371.1416,13.539333,6.645428,1173.549739,26.9924,100.0,316.2,8.626323,35.0384,56.413889,24.0,406.18
20220520.0,847.5,9.79,8.651352,15.3,6.384532,2667.514489,58.61,100.0,955.8,314.750972,7.680828,70.51,5061.0,63.75,383.7693,13.958,6.346969,1208.911672,26.5773,100.0,315.01,8.351411,34.9707,58.158333,24.0,418.74
20220521.0,827.64,9.84,8.658146,14.9683,6.444252,2605.301485,57.8757,100.0,973.6,314.786802,7.845246,70.458,5042.0,62.367917,372.8863,13.5884,6.409437,1176.829163,26.1282,100.0,315.6,8.528279,34.7657,56.618333,24.0,407.652
20220712.0,1008.81,9.73,8.501952,18.142667,6.237598,3215.465516,67.9,100.0,1091.2,318.738466,7.326192,79.75,5896.0,75.594444,567.2801,20.26,6.471076,1838.9519,39.3312,100.0,324.17,6.66665,40.5199,84.416667,24.0,607.8
20220713.0,1009.91,9.27,8.043831,18.192333,6.440442,3230.242502,70.3,100.0,1095.9,319.854492,7.478425,81.63,5579.0,75.801389,568.6542,20.368333,6.725718,1846.420187,41.0975,100.0,324.7,6.938188,42.3958,84.868056,24.0,611.05
20220714.0,908.33,9.75,8.231342,16.410667,6.570929,2917.625827,64.7,100.0,984.6,321.207692,7.751056,76.32,5058.0,68.377778,467.0837,16.808,7.178209,1531.33391,36.1954,100.0,327.85,7.368773,37.1563,70.033333,24.0,504.24
20220715.0,986.43,9.76,8.293579,17.776667,6.404463,3184.072346,68.31,100.0,1065.4,322.78746,7.517345,80.18,5215.0,74.069444,482.9123,17.467667,6.543461,1555.460518,34.2897,100.0,322.1,7.84644,41.1177,72.781944,24.0,524.03
20220716.0,944.9,9.16,8.340678,17.033167,6.441355,3052.135842,65.83,100.0,1020.9,323.011519,7.544105,77.1,4890.0,70.971528,466.3452,16.801667,6.836068,1522.244002,34.4572,100.0,326.42,7.480369,37.7048,70.006944,24.0,504.05
20220717.0,911.79,9.23,8.879918,16.4815,6.694375,2945.685179,66.2,100.0,980.6,323.066186,7.79662,77.1,4831.0,68.672917,466.1439,16.801,6.748348,1509.234105,34.0137,100.0,323.77,7.516636,37.8861,70.004167,24.0,504.03
20220718.0,915.48,10.08,8.633212,16.5585,6.635062,2962.960148,65.92,100.0,990.9,323.650997,7.853972,78.03,5306.0,68.99375,465.3164,16.819667,6.819854,1505.391617,34.4123,100.0,323.52,7.78327,39.2736,70.081944,24.0,504.59
20220719.0,861.74,10.19,8.382926,15.5715,6.464181,2797.794729,60.3942,100.0,932.3,324.668082,7.765255,72.55,5099.0,64.88125,466.5403,16.801,6.659643,1516.675861,33.5666,100.0,325.09,7.43799,37.4897,70.004167,24.0,504.03
20220720.0,934.67,10.42,8.67263,16.895667,6.560854,3005.893751,66.51,100.0,1012.6,321.599468,7.79983,79.07,5553.0,70.398611,462.3664,16.796,6.93558,1487.201526,34.947,100.0,321.65,8.238787,41.5136,69.983333,24.0,503.88
20220721.0,1029.71,10.98,9.067389,18.589833,6.466796,3314.962521,72.13,100.0,1121.4,321.931662,7.681618,85.68,6254.0,77.457639,458.7528,16.795,6.633641,1451.814986,33.4236,100.0,316.47,8.950521,45.0972,69.979167,24.0,503.85
20220722.0,1040.49,10.41,8.741369,18.8138,6.656382,3369.174456,75.1391,100.0,1144.7,323.80652,7.825639,88.338,5969.0,78.390833,459.0345,16.7622,6.401944,1461.244524,32.1932,100.0,318.33,8.716338,43.8315,69.8425,24.0,502.866
20220723.0,939.675,10.51,8.805383,17.0016,6.619289,2983.002937,67.5231,100.0,1018.0,317.450495,7.88367,80.421,5202.0,70.84,466.28,16.8294,6.410864,1483.00354,32.3673,100.0,318.05,7.645747,38.602,70.1225,24.0,504.882
