时间,数据名称,价格类型,本期价格(元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,甲醇,收盘价,2493.00,-1.27%,1,2024-07-19 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-19,甲醇,结算价,2510.00,-0.59%,2,2024-07-19 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-18,甲醇,收盘价,2525.00,-0.16%,3,2024-07-18 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-18,甲醇,结算价,2525.00,-0.98%,4,2024-07-18 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-17,甲醇,收盘价,2529.00,-1.44%,5,2024-07-17 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-17,甲醇,结算价,2550.00,-0.47%,6,2024-07-17 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-16,甲醇,收盘价,2566.00,-0.19%,7,2024-07-16 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-16,甲醇,结算价,2562.00,-0.35%,8,2024-07-16 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-15,甲醇,收盘价,2571.00,-0.08%,9,2024-07-15 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-15,甲醇,结算价,2571.00,-0.04%,10,2024-07-15 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-12,甲醇,收盘价,2573.00,-0.43%,11,2024-07-12 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-12,甲醇,结算价,2572.00,-0.04%,12,2024-07-12 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-11,甲醇,收盘价,2584.00,1.85%,13,2024-07-11 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-11,甲醇,结算价,2573.00,1.38%,14,2024-07-11 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-10,甲醇,收盘价,2537.00,-0.51%,15,2024-07-10 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-10,甲醇,结算价,2538.00,-0.28%,16,2024-07-10 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-09,甲醇,收盘价,2550.00,1.07%,17,2024-07-09 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-09,甲醇,结算价,2545.00,0.67%,18,2024-07-09 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-08,甲醇,收盘价,2523.00,-0.67%,19,2024-07-08 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-08,甲醇,结算价,2528.00,-1.1%,20,2024-07-08 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-05,甲醇,收盘价,2540.00,-0.94%,21,2024-07-05 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-05,甲醇,结算价,2556.00,-0.31%,22,2024-07-05 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-04,甲醇,收盘价,2564.00,-0.23%,23,2024-07-04 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-04,甲醇,结算价,2564.00,-0.23%,24,2024-07-04 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-03,甲醇,收盘价,2570.00,-0.08%,25,2024-07-03 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-03,甲醇,结算价,2570.00,0.67%,26,2024-07-03 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-02,甲醇,收盘价,2572.00,1.06%,27,2024-07-02 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-02,甲醇,结算价,2553.00,0.63%,28,2024-07-02 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-01,甲醇,收盘价,2545.00,-0.31%,29,2024-07-01 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-07-01,甲醇,结算价,2537.00,-0.04%,30,2024-07-01 00:00:00,1,0,2024-07-20 11:53:25,0,2024-07-20 11:53:25,,,
2024-06-28,甲醇,收盘价,2553.00,1.39%,31,2024-06-28 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-28,甲醇,结算价,2538.00,0.99%,32,2024-06-28 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-27,甲醇,收盘价,2518.00,0.48%,33,2024-06-27 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-27,甲醇,结算价,2513.00,0.32%,34,2024-06-27 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-26,甲醇,收盘价,2506.00,-0.28%,35,2024-06-26 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-26,甲醇,结算价,2505.00,-0.08%,36,2024-06-26 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-25,甲醇,收盘价,2513.00,1.41%,37,2024-06-25 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-25,甲醇,结算价,2507.00,0.76%,38,2024-06-25 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-24,甲醇,收盘价,2478.00,-0.8%,39,2024-06-24 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-24,甲醇,结算价,2488.00,-0.96%,40,2024-06-24 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-21,甲醇,收盘价,2498.00,-1.23%,41,2024-06-21 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-21,甲醇,结算价,2512.00,-0.63%,42,2024-06-21 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-20,甲醇,收盘价,2529.00,-0.32%,43,2024-06-20 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-20,甲醇,结算价,2528.00,-0.12%,44,2024-06-20 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-19,甲醇,收盘价,2537.00,1.04%,45,2024-06-19 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-19,甲醇,结算价,2531.00,0.48%,46,2024-06-19 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-18,甲醇,收盘价,2511.00,-0.2%,47,2024-06-18 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-18,甲醇,结算价,2519.00,0.08%,48,2024-06-18 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-17,甲醇,收盘价,2516.00,-0.51%,49,2024-06-17 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-17,甲醇,结算价,2517.00,-0.51%,50,2024-06-17 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-14,甲醇,收盘价,2529.00,-0.12%,51,2024-06-14 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-14,甲醇,结算价,2530.00,-0.47%,52,2024-06-14 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-13,甲醇,收盘价,2532.00,-1.09%,53,2024-06-13 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-13,甲醇,结算价,2542.00,-0.43%,54,2024-06-13 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-12,甲醇,收盘价,2560.00,0.39%,55,2024-06-12 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-12,甲醇,结算价,2553.00,-0.16%,56,2024-06-12 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-11,甲醇,收盘价,2550.00,-0.16%,57,2024-06-11 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-11,甲醇,结算价,2557.00,-0.27%,58,2024-06-11 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-07,甲醇,收盘价,2554.00,-0.39%,59,2024-06-07 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-07,甲醇,结算价,2564.00,-0.16%,60,2024-06-07 00:00:00,1,0,2024-07-20 11:53:29,0,2024-07-20 11:53:29,,,
2024-06-06,甲醇,收盘价,2564.00,-0.35%,61,2024-06-06 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-06,甲醇,结算价,2568.00,0.08%,62,2024-06-06 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-05,甲醇,收盘价,2573.00,0.43%,63,2024-06-05 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-05,甲醇,结算价,2566.00,0.08%,64,2024-06-05 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-04,甲醇,收盘价,2562.00,-0.23%,65,2024-06-04 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-04,甲醇,结算价,2564.00,-1.31%,66,2024-06-04 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-03,甲醇,收盘价,2568.00,-2.39%,67,2024-06-03 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
2024-06-03,甲醇,结算价,2598.00,-2.07%,68,2024-06-03 00:00:00,1,0,2024-07-20 11:53:31,0,2024-07-20 11:53:31,,,
