时间,库存合计(万吨),调入量（万吨）,调出量(万吨),锚地船舶(艘),预到船舶(艘),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,2551.80,159.00,171.50,76.00,21.00,1,2024-07-19 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-18,2571.30,161.10,168.40,75.00,24.00,2,2024-07-18 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-17,2583.50,149.70,161.80,75.00,26.00,3,2024-07-17 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-16,2583.20,154.50,170.40,74.00,23.00,4,2024-07-16 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-15,2597.60,154.70,158.20,66.00,28.00,5,2024-07-15 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-14,2607.70,160.80,166.30,79.00,28.00,6,2024-07-14 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-13,2624.60,138.30,169.30,75.00,28.00,7,2024-07-13 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-12,2645.20,158.20,190.90,69.00,22.00,8,2024-07-12 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-11,2684.00,156.80,190.50,78.00,19.00,9,2024-07-11 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-10,2715.90,148.60,170.60,78.00,23.00,10,2024-07-10 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-09,2732.70,174.60,143.80,67.00,22.00,11,2024-07-09 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-08,2707.20,165.60,163.90,57.00,16.00,12,2024-07-08 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-07,2695.90,168.10,158.90,65.00,20.00,13,2024-07-07 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-06,2699.20,137.90,162.70,58.00,17.00,14,2024-07-06 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-05,2716.20,170.60,165.40,55.00,20.00,15,2024-07-05 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-04,2713.40,182.20,153.90,47.00,22.00,16,2024-07-04 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-03,2690.20,157.20,160.90,50.00,17.00,17,2024-07-03 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-02,2667.10,168.90,170.50,47.00,16.00,18,2024-07-02 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-07-01,2689.70,182.10,172.80,55.00,21.00,19,2024-07-01 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-30,2697.70,179.50,186.00,59.00,26.00,20,2024-06-30 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-29,2693.30,161.00,175.30,61.00,27.00,21,2024-06-29 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-28,2701.10,176.10,181.70,78.00,29.00,22,2024-06-28 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-27,2709.60,198.00,183.50,65.00,31.00,23,2024-06-27 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-26,2696.30,174.60,188.20,67.00,26.00,24,2024-06-26 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-25,2709.10,185.10,184.60,63.00,16.00,25,2024-06-25 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-24,2712.20,174.90,176.20,79.00,18.00,26,2024-06-24 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-23,2708.60,182.30,180.40,73.00,35.00,27,2024-06-23 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-22,2699.90,162.10,177.30,86.00,23.00,28,2024-06-22 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-21,2712.50,167.20,173.90,85.00,22.00,29,2024-06-21 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-20,2736.50,178.10,174.50,72.00,28.00,30,2024-06-20 00:00:00,1,0,2024-07-20 11:16:00,0,2024-07-20 11:16:00,,,
2024-06-19,2724.40,162.10,138.20,69.00,31.00,31,2024-06-19 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-18,2693.70,192.20,160.30,71.00,30.00,32,2024-06-18 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-17,2662.00,190.80,166.40,57.00,28.00,33,2024-06-17 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-16,2642.70,188.60,172.10,67.00,36.00,34,2024-06-16 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-15,2638.80,163.60,155.30,72.00,30.00,35,2024-06-15 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-14,2632.10,176.00,168.20,70.00,23.00,36,2024-06-14 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-13,2619.20,170.10,175.50,74.00,17.00,37,2024-06-13 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-12,2622.20,176.30,161.50,67.00,22.00,38,2024-06-12 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-11,2603.90,196.70,175.10,62.00,25.00,39,2024-06-11 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-10,2570.90,197.20,182.80,57.00,21.00,40,2024-06-10 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-09,2564.50,192.50,162.40,67.00,29.00,41,2024-06-09 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-08,2540.00,173.10,175.50,56.00,30.00,42,2024-06-08 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-07,2544.90,187.70,182.90,52.00,20.00,43,2024-06-07 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-06,2550.20,194.40,167.00,55.00,26.00,44,2024-06-06 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-05,2520.10,172.10,179.60,52.00,15.00,45,2024-06-05 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-04,2523.10,191.20,168.40,54.00,13.00,46,2024-06-04 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-03,2503.40,180.40,186.30,54.00,17.00,47,2024-06-03 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-02,2515.40,191.40,206.50,76.00,19.00,48,2024-06-02 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-06-01,2540.00,177.30,205.80,89.00,19.00,49,2024-06-01 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-31,2560.00,173.20,187.30,95.00,26.00,50,2024-05-31 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-30,2568.50,181.80,200.10,102.00,27.00,51,2024-05-30 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-29,2572.70,193.30,183.70,115.00,39.00,52,2024-05-29 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-28,2563.20,184.10,198.00,126.00,35.00,53,2024-05-28 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-27,2579.80,195.80,207.10,117.00,38.00,54,2024-05-27 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-26,2591.00,166.40,170.40,128.00,32.00,55,2024-05-26 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-25,2634.20,183.90,164.20,133.00,34.00,56,2024-05-25 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-24,2603.10,191.70,173.20,121.00,35.00,57,2024-05-24 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-23,2582.30,205.00,170.90,104.00,29.00,58,2024-05-23 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-22,2563.90,179.80,176.70,105.00,27.00,59,2024-05-22 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-21,2558.70,202.40,158.70,111.00,23.00,60,2024-05-21 00:00:00,1,0,2024-07-20 11:16:02,0,2024-07-20 11:16:02,,,
2024-05-20,2500.00,193.80,177.50,110.00,26.00,61,2024-05-20 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-19,2477.50,195.70,199.50,97.00,31.00,62,2024-05-19 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-18,2471.70,196.30,188.00,98.00,39.00,63,2024-05-18 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-17,2464.60,192.00,189.60,101.00,38.00,64,2024-05-17 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-16,2453.20,190.20,167.50,108.00,24.00,65,2024-05-16 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-15,2433.00,189.00,187.05,112.00,24.00,66,2024-05-15 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-14,2431.40,195.70,179.20,112.00,24.00,67,2024-05-14 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-13,2420.60,170.80,169.30,101.00,25.00,68,2024-05-13 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-12,2423.00,198.40,191.50,97.00,19.00,69,2024-05-12 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-11,2414.10,165.40,140.90,93.00,31.00,70,2024-05-11 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-10,2378.00,178.80,152.50,85.00,23.00,71,2024-05-10 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-09,2352.80,177.70,146.00,83.00,19.00,72,2024-05-09 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-08,2325.00,186.00,176.00,72.00,18.00,73,2024-05-08 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-07,2318.20,185.40,167.20,65.00,18.00,74,2024-05-07 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-06,2298.90,201.80,190.30,73.00,24.00,75,2024-05-06 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-05,2284.60,200.40,205.60,70.00,22.00,76,2024-05-05 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-04,2288.40,187.70,198.20,81.00,32.00,77,2024-05-04 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-03,2290.30,183.90,226.80,77.00,45.00,78,2024-05-03 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-02,2334.60,194.70,187.50,82.00,42.00,79,2024-05-02 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-05-01,2332.60,179.80,246.10,93.00,27.00,80,2024-05-01 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-30,2412.40,197.30,146.50,113.00,26.00,81,2024-04-30 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-29,2385.00,199.20,166.40,124.00,26.00,82,2024-04-29 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-28,2312.70,178.30,176.60,115.00,27.00,83,2024-04-28 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-27,2307.70,163.90,189.20,109.00,33.00,84,2024-04-27 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-26,2332.70,179.00,194.50,119.00,38.00,85,2024-04-26 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-25,2350.70,185.90,179.90,124.00,32.00,86,2024-04-25 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-24,2344.80,162.90,188.60,120.00,31.00,87,2024-04-24 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-23,2358.40,194.10,187.90,85.00,24.00,88,2024-04-23 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-22,2355.90,183.00,156.20,96.00,25.00,89,2024-04-22 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-21,2344.80,197.10,156.40,87.00,34.00,90,2024-04-21 00:00:00,1,0,2024-07-20 11:16:05,0,2024-07-20 11:16:05,,,
2024-04-20,2300.60,182.50,174.80,91.00,20.00,91,2024-04-20 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-19,2280.20,195.30,188.70,84.00,19.00,92,2024-04-19 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-18,2268.30,180.30,168.70,92.00,19.00,93,2024-04-18 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-17,2240.40,177.20,144.20,89.00,17.00,94,2024-04-17 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-16,2230.10,179.70,173.50,88.00,21.00,95,2024-04-16 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-15,2230.00,174.50,177.90,94.00,22.00,96,2024-04-15 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-14,2243.10,174.20,180.40,103.00,24.00,97,2024-04-14 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-13,2262.50,181.30,184.90,91.00,28.00,98,2024-04-13 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-12,2260.00,174.70,195.80,91.00,23.00,99,2024-04-12 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-11,2274.60,161.30,183.90,68.00,28.00,100,2024-04-11 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-10,2313.40,168.10,133.60,66.00,18.00,101,2024-04-10 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-09,2288.00,169.20,142.10,70.00,17.00,102,2024-04-09 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-08,2251.20,176.60,192.70,60.00,23.00,103,2024-04-08 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-07,2244.70,166.70,196.10,54.00,21.00,104,2024-04-07 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-06,2271.50,168.30,198.40,67.00,32.00,105,2024-04-06 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-05,2290.10,177.90,207.40,78.00,28.00,106,2024-04-05 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-04,2335.50,168.20,184.20,98.00,20.00,107,2024-04-04 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-03,2358.30,168.20,188.00,95.00,17.00,108,2024-04-03 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-02,2361.60,169.40,150.20,94.00,29.00,109,2024-04-02 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-04-01,2344.40,173.00,192.90,85.00,21.00,110,2024-04-01 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-31,2365.80,182.60,171.90,84.00,31.00,111,2024-03-31 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-30,2349.00,168.40,179.70,86.00,31.00,112,2024-03-30 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-29,2358.90,199.70,183.40,96.00,24.00,113,2024-03-29 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-28,2348.60,178.80,158.80,110.00,30.00,114,2024-03-28 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-27,2354.80,181.60,180.40,95.00,32.00,115,2024-03-27 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-26,2334.10,179.30,139.50,105.00,22.00,116,2024-03-26 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-25,2291.40,179.60,130.20,94.00,29.00,117,2024-03-25 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-24,2240.30,189.40,137.90,83.00,34.00,118,2024-03-24 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-23,2196.50,167.50,175.20,67.00,32.00,119,2024-03-23 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-22,2197.80,196.60,185.80,66.00,29.00,120,2024-03-22 00:00:00,1,0,2024-07-20 11:16:08,0,2024-07-20 11:16:08,,,
2024-03-21,2183.70,186.30,171.50,61.00,36.00,121,2024-03-21 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-20,2178.90,174.60,171.60,59.00,22.00,122,2024-03-20 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-19,2173.60,196.70,181.50,63.00,22.00,123,2024-03-19 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-18,2150.50,204.10,170.80,69.00,21.00,124,2024-03-18 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-17,2126.10,190.10,189.80,72.00,34.00,125,2024-03-17 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-16,2128.10,178.70,216.50,64.00,22.00,126,2024-03-16 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-15,2164.30,196.80,189.10,73.00,20.00,127,2024-03-15 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-14,2160.00,178.90,212.70,90.00,24.00,128,2024-03-14 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-13,2186.70,175.50,181.70,83.00,19.00,129,2024-03-13 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-12,2202.60,209.30,187.20,77.00,19.00,130,2024-03-12 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-11,2186.00,206.10,199.60,85.00,25.00,131,2024-03-11 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-10,2171.50,178.40,189.90,62.00,46.00,132,2024-03-10 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-09,2179.00,169.00,190.00,61.00,41.00,133,2024-03-09 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-08,2199.70,185.90,185.90,55.00,31.00,134,2024-03-08 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-07,2190.90,178.30,197.40,62.00,28.00,135,2024-03-07 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-06,2205.00,158.70,181.40,79.00,18.00,136,2024-03-06 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-05,2228.60,199.10,187.80,91.00,18.00,137,2024-03-05 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-04,2216.50,183.90,175.50,72.00,29.00,138,2024-03-04 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-03,2210.20,185.60,180.40,77.00,41.00,139,2024-03-03 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-02,2195.40,170.10,192.60,81.00,23.00,140,2024-03-02 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-03-01,2220.30,174.10,137.00,87.00,26.00,141,2024-03-01 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-29,2210.20,182.60,187.20,82.00,23.00,142,2024-02-29 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-28,2211.70,164.50,178.00,83.00,27.00,143,2024-02-28 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-27,2225.40,169.30,182.80,83.00,24.00,144,2024-02-27 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-26,2231.40,169.70,184.70,86.00,30.00,145,2024-02-26 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-25,2246.90,179.50,190.30,96.00,29.00,146,2024-02-25 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-24,2253.00,152.30,167.40,99.00,32.00,147,2024-02-24 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-23,2267.50,153.30,104.20,88.00,42.00,148,2024-02-23 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-22,2244.30,139.90,68.60,101.00,35.00,149,2024-02-22 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-21,2171.40,138.60,93.60,110.00,27.00,150,2024-02-21 00:00:00,1,0,2024-07-20 11:16:11,0,2024-07-20 11:16:11,,,
2024-02-20,2118.20,173.90,129.70,97.00,26.00,151,2024-02-20 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-19,2066.50,178.70,137.20,93.00,14.00,152,2024-02-19 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-18,2023.90,162.70,131.50,97.00,14.00,153,2024-02-18 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-17,1991.30,154.90,132.60,98.00,19.00,154,2024-02-17 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-16,1976.50,145.70,120.70,105.00,25.00,155,2024-02-16 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-15,1947.30,140.00,141.60,105.00,23.00,156,2024-02-15 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-14,1943.80,114.70,167.70,105.00,29.00,157,2024-02-14 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-13,1989.20,125.90,195.40,112.00,22.00,158,2024-02-13 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-12,2054.00,122.00,160.10,120.00,37.00,159,2024-02-12 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-11,2114.20,138.70,166.30,118.00,39.00,160,2024-02-11 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-10,2150.40,131.00,109.70,98.00,57.00,161,2024-02-10 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-09,2146.00,149.00,142.00,99.00,59.00,162,2024-02-09 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-08,2111.00,131.40,149.80,79.00,55.00,163,2024-02-08 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-07,2120.70,119.30,164.60,61.00,45.00,164,2024-02-07 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-06,2157.40,136.20,193.30,66.00,30.00,165,2024-02-06 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-05,2208.50,179.10,194.70,73.00,28.00,166,2024-02-05 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-04,2226.40,169.60,206.30,77.00,39.00,167,2024-02-04 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-03,2268.40,155.00,215.50,88.00,32.00,168,2024-02-03 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-02,2334.60,174.40,144.30,116.00,34.00,169,2024-02-02 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-02-01,2303.90,170.00,97.70,130.00,44.00,170,2024-02-01 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-31,2264.80,178.60,176.90,102.00,42.00,171,2024-01-31 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-30,2255.10,181.20,192.40,103.00,31.00,172,2024-01-30 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-29,2261.20,183.50,190.60,95.00,31.00,173,2024-01-29 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-28,2282.60,183.30,190.50,99.00,48.00,174,2024-01-28 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-27,2286.70,157.80,152.20,95.00,44.00,175,2024-01-27 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-26,2298.60,193.40,168.80,84.00,36.00,176,2024-01-26 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
2024-01-25,2285.70,164.60,167.60,66.00,47.00,177,2024-01-25 00:00:00,1,0,2024-07-20 11:16:15,0,2024-07-20 11:16:15,,,
